Patient ID,ADDRESS,CITY,STATE,ZIP CODE
163,34 DONGAN HILLS AVENUE,STATEN ISLAND,NY,10306
164,40 DONGAN HILLS AVENUE,STATEN ISLAND,NY,10306
165,50 DONGAN HILLS AVENUE,STATEN ISLAND,NY,10306
166,209 JEFFERSON STREET,STATEN ISLAND,NY,10306
167,219 JEFFERSON STREET,STATEN ISLAND,NY,10306
168,235 JEFFERSON STREET,STATEN ISLAND,NY,10306
169,239 JEFFERSON STREET,STATEN ISLAND,NY,10306
170,51 SEAVER AVENUE,STATEN ISLAND,NY,10306
171,45 SEAVER AVENUE,STATEN ISLAND,NY,10306
172,29 SEAVER AVENUE,STATEN ISLAND,NY,10306
173,21 SEAVER AVENUE,STATEN ISLAND,NY,10306
174,1945 AMSTERDAM AVENUE,NEW YORK,NY,10032
175,40-25 COLLEGE POINT BOULEVARD,FLUSHING,NY,11354
176,40-05 COLLEGE POINT BOULEVARD,FLUSHING,NY,11354
177,133-20 ROOSEVELT AVENUE,FLUSHING,NY,11354
178,133-40 ROOSEVELT AVENUE,FLUSHING,NY,11354
179,133-50 ROOSEVELT AVENUE,FLUSHING,NY,11354
180,30 MANHATTAN AVENUE,BROOKLYN,NY,11206
181,60 MOORE STREET,BROOKLYN,NY,11206
182,50 MANHATTAN AVENUE,BROOKLYN,NY,11206
183,70 SEIGEL STREET,BROOKLYN,NY,11206
184,125 SEIGEL STREET,BROOKLYN,NY,11206
185,101 HUMBOLDT STREET,BROOKLYN,NY,11206
186,111 HUMBOLDT STREET,BROOKLYN,NY,11206
187,160 BOERUM STREET,BROOKLYN,NY,11206
188,110 HUMBOLDT STREET,BROOKLYN,NY,11206
189,130 HUMBOLDT STREET,BROOKLYN,NY,11206
190,155 SEIGEL STREET,BROOKLYN,NY,11206
191,124 HUMBOLDT STREET,BROOKLYN,NY,11206
192,120 HUMBOLDT STREET,BROOKLYN,NY,11206
193,330 BUSHWICK AVENUE,BROOKLYN,NY,11206
194,300 BUSHWICK AVENUE,BROOKLYN,NY,11206
195,2440 BOSTON ROAD,BRONX,NY,10467
196,3475 BIVONA STREET,BRONX,NY,10475
197,3555 BIVONA STREET,BRONX,NY,10475
198,3550 BIVONA STREET,BRONX,NY,10475
199,2175 REEDS MILL LANE,BRONX,NY,10475
200,785 SCHENCK AVENUE,BROOKLYN,NY,11207
201,797 SCHENCK AVENUE,BROOKLYN,NY,11207
202,817 SCHENCK AVENUE,BROOKLYN,NY,11207
203,829 SCHENCK AVENUE,BROOKLYN,NY,11207
204,2156 LINDEN BOULEVARD,BROOKLYN,NY,11207
205,807 SCHENCK AVENUE,BROOKLYN,NY,11207
206,725 STANLEY AVENUE,BROOKLYN,NY,11207
207,2202 LINDEN BOULEVARD,BROOKLYN,NY,11207
208,830 ASHFORD STREET,BROOKLYN,NY,11207
209,765 STANLEY AVENUE,BROOKLYN,NY,11207
210,804 ASHFORD STREET,BROOKLYN,NY,11207
211,816 ASHFORD STREET,BROOKLYN,NY,11207
212,842 ASHFORD STREET,BROOKLYN,NY,11207
213,854 ASHFORD STREET,BROOKLYN,NY,11207
214,845 SCHENCK AVENUE,BROOKLYN,NY,11207
215,857 SCHENCK AVENUE,BROOKLYN,NY,11207
216,881 SCHENCK AVENUE,BROOKLYN,NY,11207
217,893 SCHENCK AVENUE,BROOKLYN,NY,11207
218,738 STANLEY AVENUE,BROOKLYN,NY,11207
219,740 STANLEY AVENUE,BROOKLYN,NY,11207
220,359 WORTMAN AVENUE,BROOKLYN,NY,11207
221,357 WORTMAN AVENUE,BROOKLYN,NY,11207
222,756 STANLEY AVENUE,BROOKLYN,NY,11207
223,758 STANLEY AVENUE,BROOKLYN,NY,11207
224,363 WORTMAN AVENUE,BROOKLYN,NY,11207
225,361 WORTMAN AVENUE,BROOKLYN,NY,11207
226,872 ASHFORD STREET,BROOKLYN,NY,11207
227,884 ASHFORD STREET,BROOKLYN,NY,11207
228,908 ASHFORD STREET,BROOKLYN,NY,11207
229,920 ASHFORD STREET,BROOKLYN,NY,11207
230,1044 BOYNTON AVENUE,BRONX,NY,10472
231,1048 BOYNTON AVENUE,BRONX,NY,10472
232,1057 BOYNTON AVENUE,BRONX,NY,10472
233,251 EAST 3RD STREET,NEW YORK,NY,10009
234,290 EAST 4TH STREET,NEW YORK,NY,10009
235,757 EAST 103RD STREET,BROOKLYN,NY,11236
236,103-07 FLATLANDS AVENUE,BROOKLYN,NY,11236
237,764 EAST 105TH STREET,BROOKLYN,NY,11236
238,762 EAST 105TH STREET,BROOKLYN,NY,11236
239,760 EAST 105TH STREET,BROOKLYN,NY,11236
240,758 EAST 105TH STREET,BROOKLYN,NY,11236
241,757 EAST 105TH STREET,BROOKLYN,NY,11236
242,759 EAST 105TH STREET,BROOKLYN,NY,11236
243,761 EAST 105TH STREET,BROOKLYN,NY,11236
244,763 EAST 105TH STREET,BROOKLYN,NY,11236
245,106-03 FLATLANDS AVENUE,BROOKLYN,NY,11236
246,106-05 FLATLANDS AVENUE,BROOKLYN,NY,11236
247,106-07 FLATLANDS AVENUE,BROOKLYN,NY,11236
248,106-09 FLATLANDS AVENUE,BROOKLYN,NY,11236
249,107-11 FLATLANDS AVENUE,BROOKLYN,NY,11236
250,107-13 FLATLANDS AVENUE,BROOKLYN,NY,11236
251,107-15 FLATLANDS AVENUE,BROOKLYN,NY,11236
252,757 EAST 108TH STREET,BROOKLYN,NY,11236
253,759 EAST 108TH STREET,BROOKLYN,NY,11236
254,761 EAST 108TH STREET,BROOKLYN,NY,11236
255,763 EAST 108TH STREET,BROOKLYN,NY,11236
256,108-35 FLATLANDS AVENUE,BROOKLYN,NY,11236
257,108-37 FLATLANDS AVENUE,BROOKLYN,NY,11236
258,108-39 FLATLANDS AVENUE,BROOKLYN,NY,11236
259,108-41 FLATLANDS AVENUE,BROOKLYN,NY,11236
260,719 EAST 103RD STREET,BROOKLYN,NY,11236
261,103-12 GLENWOOD ROAD,BROOKLYN,NY,11236
262,104-06 GLENWOOD ROAD,BROOKLYN,NY,11236
263,716 EAST 105TH STREET,BROOKLYN,NY,11236
264,106-08 GLENWOOD ROAD,BROOKLYN,NY,11236
265,106-06 GLENWOOD ROAD,BROOKLYN,NY,11236
266,106-04 GLENWOOD ROAD,BROOKLYN,NY,11236
267,106-02 GLENWOOD ROAD,BROOKLYN,NY,11236
268,718 EAST 108TH STREET,BROOKLYN,NY,11236
269,716 EAST 108TH STREET,BROOKLYN,NY,11236
270,714 EAST 108TH STREET,BROOKLYN,NY,11236
271,712 EAST 108TH STREET,BROOKLYN,NY,11236
272,711 EAST 108TH STREET,BROOKLYN,NY,11236
273,713 EAST 108TH STREET,BROOKLYN,NY,11236
274,715 EAST 108TH STREET,BROOKLYN,NY,11236
275,717 EAST 108TH STREET,BROOKLYN,NY,11236
276,998 WILLIAMS AVENUE,BROOKLYN,NY,11207
277,996 WILLIAMS AVENUE,BROOKLYN,NY,11207
278,994 WILLIAMS AVENUE,BROOKLYN,NY,11207
279,992 WILLIAMS AVENUE,BROOKLYN,NY,11207
280,671 EAST 105TH STREET,BROOKLYN,NY,11236
281,105-13 GLENWOOD ROAD,BROOKLYN,NY,11236
282,106-03 GLENWOOD ROAD,BROOKLYN,NY,11236
283,106-05 GLENWOOD ROAD,BROOKLYN,NY,11236
284,106-07 GLENWOOD ROAD,BROOKLYN,NY,11236
285,106-09 GLENWOOD ROAD,BROOKLYN,NY,11236
286,107-17 GLENWOOD ROAD,BROOKLYN,NY,11236
287,107-19 GLENWOOD ROAD,BROOKLYN,NY,11236
288,107-21 GLENWOOD ROAD,BROOKLYN,NY,11236
289,651 EAST 108TH STREET,BROOKLYN,NY,11236
290,653 EAST 108TH STREET,BROOKLYN,NY,11236
291,655 EAST 108TH STREET,BROOKLYN,NY,11236
292,657 EAST 108TH STREET,BROOKLYN,NY,11236
293,974 WILLIAMS AVENUE,BROOKLYN,NY,11207
294,972 WILLIAMS AVENUE,BROOKLYN,NY,11207
295,970 WILLIAMS AVENUE,BROOKLYN,NY,11207
296,968 WILLIAMS AVENUE,BROOKLYN,NY,11207
297,621 EAST 105TH STREET,BROOKLYN,NY,11236
298,105-12 FARRAGUT ROAD,BROOKLYN,NY,11236
299,106-02 FARRAGUT ROAD,BROOKLYN,NY,11236
300,106-12 FARRAGUT ROAD,BROOKLYN,NY,11236
301,106-22 FARRAGUT ROAD,BROOKLYN,NY,11236
302,107-02 FARRAGUT ROAD,BROOKLYN,NY,11236
303,107-12 FARRAGUT ROAD,BROOKLYN,NY,11236
304,620 EAST 108TH STREET,BROOKLYN,NY,11236
305,619 EAST 108TH STREET,BROOKLYN,NY,11236
306,617 EAST 108TH STREET,BROOKLYN,NY,11236
307,932 WILLIAMS AVENUE,BROOKLYN,NY,11207
308,930 WILLIAMS AVENUE,BROOKLYN,NY,11207
309,928 WILLIAMS AVENUE,BROOKLYN,NY,11207
310,926 WILLIAMS AVENUE,BROOKLYN,NY,11207
311,569 EAST 108TH STREET,BROOKLYN,NY,11236
312,567 EAST 108TH STREET,BROOKLYN,NY,11236
313,908 WILLIAMS AVENUE,BROOKLYN,NY,11207
314,906 WILLIAMS AVENUE,BROOKLYN,NY,11207
315,904 WILLIAMS AVENUE,BROOKLYN,NY,11207
316,902 WILLIAMS AVENUE,BROOKLYN,NY,11207
317,553 EAST 108TH STREET,BROOKLYN,NY,11236
318,543 EAST 108TH STREET,BROOKLYN,NY,11236
319,523 EAST 108TH STREET,BROOKLYN,NY,11236
320,254 STANLEY AVENUE,BROOKLYN,NY,11207
321,276 STANLEY AVENUE,BROOKLYN,NY,11207
322,274 STANLEY AVENUE,BROOKLYN,NY,11207
323,272 STANLEY AVENUE,BROOKLYN,NY,11207
324,270 STANLEY AVENUE,BROOKLYN,NY,11207
325,874 WILLIAMS AVENUE,BROOKLYN,NY,11207
326,872 WILLIAMS AVENUE,BROOKLYN,NY,11207
327,870 WILLIAMS AVENUE,BROOKLYN,NY,11207
328,330 STANLEY AVENUE,BROOKLYN,NY,11207
329,292 RALPH AVENUE,BROOKLYN,NY,11233
330,1871 FULTON STREET,BROOKLYN,NY,11233
331,1865 FULTON STREET,BROOKLYN,NY,11233
332,1853 FULTON STREET,BROOKLYN,NY,11233
333,1839 FULTON STREET,BROOKLYN,NY,11233
334,1831 FULTON STREET,BROOKLYN,NY,11233
335,333 PATCHEN AVENUE,BROOKLYN,NY,11233
336,331 PATCHEN AVENUE,BROOKLYN,NY,11233
337,1841 FULTON STREET,BROOKLYN,NY,11233
338,329 PATCHEN AVENUE,BROOKLYN,NY,11233
339,1851 FULTON STREET,BROOKLYN,NY,11233
340,274 RALPH AVENUE,BROOKLYN,NY,11233
341,254 RALPH AVENUE,BROOKLYN,NY,11233
342,324 BAINBRIDGE STREET,BROOKLYN,NY,11233
343,311 PATCHEN AVENUE,BROOKLYN,NY,11233
344,322 BAINBRIDGE STREET,BROOKLYN,NY,11233
345,309 PATCHEN AVENUE,BROOKLYN,NY,11233
346,307 PATCHEN AVENUE,BROOKLYN,NY,11233
347,291 PATCHEN AVENUE,BROOKLYN,NY,11233
348,300 BAINBRIDGE STREET,BROOKLYN,NY,11233
349,320 BAINBRIDGE STREET,BROOKLYN,NY,11233
350,302 BAINBRIDGE STREET,BROOKLYN,NY,11233
351,326 BAINBRIDGE STREET,BROOKLYN,NY,11233
352,340 BAINBRIDGE STREET,BROOKLYN,NY,11233
353,234 RALPH AVENUE,BROOKLYN,NY,11233
354,342 BAINBRIDGE STREET,BROOKLYN,NY,11233
355,1455 HARROD AVENUE,BRONX,NY,10472
356,1435 HARROD AVENUE,BRONX,NY,10472
357,1635 EAST 174TH STREET,BRONX,NY,10472
358,1460 BRONX RIVER AVENUE,BRONX,NY,10472
359,1609 EAST 174TH STREET,BRONX,NY,10472
360,1440 BRONX RIVER AVENUE,BRONX,NY,10472
361,1575 EAST 174TH STREET,BRONX,NY,10472
362,1595 EAST 174TH STREET,BRONX,NY,10472
363,1420 BRONX RIVER AVENUE,BRONX,NY,10472
364,1350 MANOR AVENUE,BRONX,NY,10472
365,1630 EAST 174TH STREET,BRONX,NY,10472
366,1634 SAINT MARKS AVENUE,BROOKLYN,NY,11233
367,333 HOPKINSON AVENUE,BROOKLYN,NY,11233
368,284 SUTTER AVENUE,BROOKLYN,NY,11212
369,292 SUTTER AVENUE,BROOKLYN,NY,11212
370,296 SUTTER AVENUE,BROOKLYN,NY,11212
371,300 SUTTER AVENUE,BROOKLYN,NY,11212
372,308 SUTTER AVENUE,BROOKLYN,NY,11212
373,553 ROCKAWAY AVENUE,BROOKLYN,NY,11212
374,561 ROCKAWAY AVENUE,BROOKLYN,NY,11212
375,557 ROCKAWAY AVENUE,BROOKLYN,NY,11212
376,230 OSBORN STREET,BROOKLYN,NY,11212
377,224 OSBORN STREET,BROOKLYN,NY,11212
378,236 OSBORN STREET,BROOKLYN,NY,11212
379,275 BLAKE AVENUE,BROOKLYN,NY,11212
380,287 BLAKE AVENUE,BROOKLYN,NY,11212
381,289 BLAKE AVENUE,BROOKLYN,NY,11212
382,291 BLAKE AVENUE,BROOKLYN,NY,11212
383,252 OSBORN STREET,BROOKLYN,NY,11212
384,500 MOTHER GASTON BOULEVARD,BROOKLYN,NY,11212
385,251 OSBORN STREET,BROOKLYN,NY,11212
386,333 BLAKE AVENUE,BROOKLYN,NY,11212
387,335 BLAKE AVENUE,BROOKLYN,NY,11212
388,337 BLAKE AVENUE,BROOKLYN,NY,11212
389,512 MOTHER GASTON BOULEVARD,BROOKLYN,NY,11212
390,290 BLAKE AVENUE,BROOKLYN,NY,11212
391,268 OSBORN STREET,BROOKLYN,NY,11212
392,625 ROCKAWAY AVENUE,BROOKLYN,NY,11212
393,619 ROCKAWAY AVENUE,BROOKLYN,NY,11212
394,294 OSBORN STREET,BROOKLYN,NY,11212
395,281 DUMONT AVENUE,BROOKLYN,NY,11212
396,293 DUMONT AVENUE,BROOKLYN,NY,11212
397,297 DUMONT AVENUE,BROOKLYN,NY,11212
398,301 DUMONT AVENUE,BROOKLYN,NY,11212
399,312 OSBORN STREET,BROOKLYN,NY,11212
400,267 OSBORN STREET,BROOKLYN,NY,11212
401,334 BLAKE AVENUE,BROOKLYN,NY,11212
402,336 BLAKE AVENUE,BROOKLYN,NY,11212
403,338 BLAKE AVENUE,BROOKLYN,NY,11212
404,350 BLAKE AVENUE,BROOKLYN,NY,11212
405,295 OSBORN STREET,BROOKLYN,NY,11212
406,550 MOTHER GASTON BOULEVARD,BROOKLYN,NY,11212
407,544 MOTHER GASTON BOULEVARD,BROOKLYN,NY,11212
408,556 MOTHER GASTON BOULEVARD,BROOKLYN,NY,11212
409,311 OSBORN STREET,BROOKLYN,NY,11212
410,341 DUMONT AVENUE,BROOKLYN,NY,11212
411,345 DUMONT AVENUE,BROOKLYN,NY,11212
412,349 DUMONT AVENUE,BROOKLYN,NY,11212
413,363 DUMONT AVENUE,BROOKLYN,NY,11212
414,1705 BRYANT AVENUE,BRONX,NY,10460
415,811 FLUSHING AVENUE,BROOKLYN,NY,11206
416,24 HUMBOLDT STREET,BROOKLYN,NY,11206
417,849 FLUSHING AVENUE,BROOKLYN,NY,11206
418,869 FLUSHING AVENUE,BROOKLYN,NY,11206
419,390 BUSHWICK AVENUE,BROOKLYN,NY,11206
420,370 BUSHWICK AVENUE,BROOKLYN,NY,11206
421,140 MOORE STREET,BROOKLYN,NY,11206
422,130 MOORE STREET,BROOKLYN,NY,11206
423,1330 WEBSTER AVENUE,BRONX,NY,10456
424,1348 WEBSTER AVENUE,BRONX,NY,10456
425,1368 WEBSTER AVENUE,BRONX,NY,10456
426,1408 WEBSTER AVENUE,BRONX,NY,10456
427,1428 WEBSTER AVENUE,BRONX,NY,10456
428,1458 WEBSTER AVENUE,BRONX,NY,10456
429,643 EAST 13TH STREET,NEW YORK,NY,10009
430,641 EAST 13TH STREET,NEW YORK,NY,10009
431,612 EAST 14TH STREET,NEW YORK,NY,10009
432,2946 WEST 23RD STREET,BROOKLYN,NY,11224
433,2945 WEST 23RD STREET,BROOKLYN,NY,11224
434,2832 WEST 23RD STREET,BROOKLYN,NY,11224
435,71-15 BEACH CHANNEL DRIVE,ARVERNE,NY,11692
436,65 EAST 99TH STREET,NEW YORK,NY,10029
437,55 EAST 99TH STREET,NEW YORK,NY,10029
438,1465 MADISON AVENUE,NEW YORK,NY,10029
439,1330 PARK AVENUE,NEW YORK,NY,10029
440,60 EAST 102ND STREET,NEW YORK,NY,10029
441,50 EAST 102ND STREET,NEW YORK,NY,10029
442,55 EAST 102ND STREET,NEW YORK,NY,10029
443,60 EAST 104TH STREET,NEW YORK,NY,10029
444,50 EAST 104TH STREET,NEW YORK,NY,10029
445,1545 MADISON AVENUE,NEW YORK,NY,10029
446,1410 PARK AVENUE,NEW YORK,NY,10029
447,60 EAST 106TH STREET,NEW YORK,NY,10029
448,50 EAST 106TH STREET,NEW YORK,NY,10029
449,145 CASSIDY PLACE,STATEN ISLAND,NY,10301
450,135 CASSIDY PLACE,STATEN ISLAND,NY,10301
451,115 CASSIDY PLACE,STATEN ISLAND,NY,10301
452,105 CASSIDY PLACE,STATEN ISLAND,NY,10301
453,2140 SEWARD AVENUE,BRONX,NY,10473
454,2160 SEWARD AVENUE,BRONX,NY,10473
455,2125 RANDALL AVENUE,BRONX,NY,10473
456,635 CASTLE HILL AVENUE,BRONX,NY,10473
457,2120 RANDALL AVENUE,BRONX,NY,10473
458,575 CASTLE HILL AVENUE,BRONX,NY,10473
459,530 OLMSTEAD AVENUE,BRONX,NY,10473
460,2175 LACOMBE AVENUE,BRONX,NY,10473
461,2245 RANDALL AVENUE,BRONX,NY,10473
462,2275 RANDALL AVENUE,BRONX,NY,10473
463,580 CASTLE HILL AVENUE,BRONX,NY,10473
464,2280 RANDALL AVENUE,BRONX,NY,10473
465,2225 LACOMBE AVENUE,BRONX,NY,10473
466,535 HAVEMEYER AVENUE,BRONX,NY,10473
467,425 WEST 25TH STREET,NEW YORK,NY,10001
468,428 WEST 26TH STREET,NEW YORK,NY,10001
469,420 WEST 26TH STREET,NEW YORK,NY,10001
470,415 WEST 25TH STREET,NEW YORK,NY,10001
471,436 WEST 27TH DRIVE,NEW YORK,NY,10001
